api	total	focus	excluded	catches	categories
torch.BFloat16Storage	8	0	8	ExceptMsgCatch:7;VarInconsistentCatch:1	exception_message_difference_low_value:7;device_or_metadata_semantics:1
torch.BoolStorage	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	gpu_exec_regular_exception:4;exception_message_difference_low_value:1
torch.ByteStorage	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.CharStorage	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.ComplexDoubleStorage	41	0	41	GpuExecFail:26;ExceptMsgCatch:15	gpu_exec_regular_exception:26;exception_message_difference_low_value:14;generated_code_error:1
torch.ComplexFloatStorage	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.DoubleStorage	6	0	6	ExceptMsgCatch:3;GpuExecFail:3	exception_message_difference_low_value:3;gpu_exec_regular_exception:3
torch.FloatStorage	8	0	8	ExceptMsgCatch:6;GpuExecFail:2	exception_message_difference_low_value:6;gpu_exec_regular_exception:2
torch.Generator	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.HalfStorage	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.IntStorage	5	0	5	GpuExecFail:5	gpu_exec_regular_exception:5
torch.LongStorage	2	1	1	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_or_cuda_assert_mismatch:1
torch.QInt32Storage	11	0	11	ExceptMsgCatch:9;GpuExecFail:2	generated_code_error:5;exception_message_difference_low_value:4;gpu_exec_regular_exception:2
torch.QInt8Storage	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	gpu_exec_regular_exception:4;exception_message_difference_low_value:1
torch.QUInt4x2Storage	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.ShortStorage	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.Tensor.abs	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.Tensor.abs_	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.Tensor.absolute	8	0	8	GpuExecFail:8	gpu_exec_regular_exception:8
torch.Tensor.acos	6	0	6	ExceptMsgCatch:4;GpuExecFail:2	exception_message_difference_low_value:4;gpu_exec_regular_exception:2
torch.Tensor.acos_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.acosh	6	0	6	ExceptMsgCatch:6	exception_message_difference_low_value:6
torch.Tensor.acosh_	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.Tensor.add	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.add_	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.Tensor.addbmm_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.addcdiv	4	0	4	VarInconsistentCatch:2;ExceptMsgCatch:2	alias_or_mutation_semantics:2;exception_message_difference_low_value:2
torch.Tensor.addcdiv_	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.addcmul_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.addmm	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.addmm_	27	23	4	VarInconsistentCatch:23;ExceptMsgCatch:3;GpuExecFail:1	numeric_consistency_check_needed:23;exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.Tensor.addmv	3	0	3	ExceptMsgCatch:2;VarInconsistentCatch:1	exception_message_difference_low_value:2;alias_or_mutation_semantics:1
torch.Tensor.addmv_	5	0	5	ExceptMsgCatch:3;GpuExecFail:2	exception_message_difference_low_value:3;gpu_exec_regular_exception:2
torch.Tensor.addr	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	generated_code_error:1;gpu_exec_regular_exception:1
torch.Tensor.all	1	0	1	VarInconsistentCatch:1	uninitialized_or_lazy_state:1
torch.Tensor.allclose	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.amax	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.amin	58	0	58	VarInconsistentCatch:51;ExceptMsgCatch:5;ComparisonFail:2	alias_or_mutation_semantics:52;exception_message_difference_low_value:5;generated_code_error:1
torch.Tensor.angle	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.Tensor.apply_	232	0	232	GpuExecFail:220;ExceptMsgCatch:12	gpu_exec_regular_exception:210;exception_message_difference_low_value:11;generated_code_error:11
torch.Tensor.arccos	6	0	6	ExceptMsgCatch:6	exception_message_difference_low_value:6
torch.Tensor.arccos_	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.arccosh	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.Tensor.arcsin_	193	1	192	GpuExecFail:120;ExceptMsgCatch:72;VarInconsistentCatch:1	gpu_exec_regular_exception:120;exception_message_difference_low_value:62;generated_code_error:10;logic_inconsistency_needs_review:1
torch.Tensor.arcsinh	63	0	63	GpuExecFail:53;ExceptMsgCatch:10	gpu_exec_regular_exception:53;exception_message_difference_low_value:9;generated_code_error:1
torch.Tensor.arctanh_	17	0	17	ExceptMsgCatch:12;GpuExecFail:5	exception_message_difference_low_value:10;gpu_exec_regular_exception:5;generated_code_error:2
torch.Tensor.argmax	4	0	4	GpuExecFail:2;VarInconsistentCatch:2	gpu_exec_regular_exception:2;alias_or_mutation_semantics:2
torch.Tensor.argsort	16	15	1	VarInconsistentCatch:16	logic_inconsistency_needs_review:15;alias_or_mutation_semantics:1
torch.Tensor.as_strided	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.asin	3	0	3	GpuExecFail:3	gpu_exec_regular_exception:3
torch.Tensor.asin_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.asinh	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.asinh_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.atan	112	0	112	GpuExecFail:109;ExceptMsgCatch:3	gpu_exec_regular_exception:109;generated_code_error:2;exception_message_difference_low_value:1
torch.Tensor.atan2	6	0	6	ExceptMsgCatch:5;GpuExecFail:1	exception_message_difference_low_value:5;gpu_exec_regular_exception:1
torch.Tensor.atan_	3	0	3	GpuExecFail:3	gpu_exec_regular_exception:3
torch.Tensor.atanh	5	0	5	ExceptMsgCatch:4;VarInconsistentCatch:1	exception_message_difference_low_value:4;nan_inf_or_boundary_numeric:1
torch.Tensor.atanh_	4	0	4	GpuExecFail:2;ExceptMsgCatch:2	gpu_exec_regular_exception:2;exception_message_difference_low_value:2
torch.Tensor.baddbmm_	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.Tensor.bernoulli	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.Tensor.bernoulli_	2	1	1	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_or_cuda_assert_mismatch:1
torch.Tensor.bfloat16	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.bincount	10	0	10	ExceptMsgCatch:8;GpuExecFail:2	exception_message_difference_low_value:8;gpu_exec_regular_exception:2
torch.Tensor.bitwise_and_	7	0	7	ExceptMsgCatch:7	exception_message_difference_low_value:7
torch.Tensor.bitwise_left_shift	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.bitwise_not_	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	gpu_exec_regular_exception:4;exception_message_difference_low_value:1
torch.Tensor.bitwise_or_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.bitwise_right_shift	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.bitwise_right_shift_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.bitwise_xor	4	0	4	ExceptMsgCatch:2;GpuExecFail:2	exception_message_difference_low_value:2;gpu_exec_regular_exception:2
torch.Tensor.bitwise_xor_	2	0	2	ExceptMsgCatch:2	generated_code_error:1;exception_message_difference_low_value:1
torch.Tensor.bool	164	129	35	VarInconsistentCatch:164	logic_inconsistency_needs_review:129;nan_inf_or_boundary_numeric:34;alias_or_mutation_semantics:1
torch.Tensor.broadcast_to	4	1	3	VarInconsistentCatch:2;ExceptMsgCatch:2	exception_message_difference_low_value:2;uninitialized_or_lazy_state:1;logic_inconsistency_needs_review:1
torch.Tensor.cauchy_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.char	3	0	3	VarInconsistentCatch:2;ExceptMsgCatch:1	nan_inf_or_boundary_numeric:2;exception_message_difference_low_value:1
torch.Tensor.cholesky	47	0	47	VarInconsistentCatch:42;GpuExecFail:4;ExceptMsgCatch:1	nan_inf_or_boundary_numeric:42;gpu_exec_regular_exception:4;exception_message_difference_low_value:1
torch.Tensor.cholesky_inverse	6	0	6	GpuExecFail:3;ExceptMsgCatch:2;VarInconsistentCatch:1	gpu_exec_regular_exception:3;exception_message_difference_low_value:2;alias_or_mutation_semantics:1
torch.Tensor.cholesky_solve	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.Tensor.chunk	254	1	253	GpuExecFail:161;ExceptMsgCatch:92;VarInconsistentCatch:1	gpu_exec_regular_exception:156;exception_message_difference_low_value:86;generated_code_error:11;logic_inconsistency_needs_review:1
torch.Tensor.clip_	4	0	4	VarInconsistentCatch:3;GpuExecFail:1	alias_or_mutation_semantics:3;gpu_exec_regular_exception:1
torch.Tensor.clone	2	0	2	ExceptMsgCatch:2	generated_code_error:1;exception_message_difference_low_value:1
torch.Tensor.conj	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.Tensor.conj_physical_	3	1	2	GpuExecFail:2;ComparisonFail:1	gpu_exec_regular_exception:2;final_output_inconsistency:1
torch.Tensor.copy_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.copysign_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.corrcoef	15	13	2	VarInconsistentCatch:13;GpuExecFail:1;ExceptMsgCatch:1	logic_inconsistency_needs_review:13;gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.Tensor.cos	3	0	3	VarInconsistentCatch:2;ExceptMsgCatch:1	nan_inf_or_boundary_numeric:2;exception_message_difference_low_value:1
torch.Tensor.cos_	5	1	4	ExceptMsgCatch:4;VarInconsistentCatch:1	exception_message_difference_low_value:4;logic_inconsistency_needs_review:1
torch.Tensor.cosh	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.count_nonzero	34	0	34	GpuExecFail:17;ExceptMsgCatch:16;VarInconsistentCatch:1	gpu_exec_regular_exception:17;exception_message_difference_low_value:15;generated_code_error:1;alias_or_mutation_semantics:1
torch.Tensor.cov	4	1	3	ExceptMsgCatch:3;VarInconsistentCatch:1	exception_message_difference_low_value:3;logic_inconsistency_needs_review:1
torch.Tensor.cpu	8	0	8	ExceptMsgCatch:4;GpuExecFail:3;ComparisonFail:1	exception_message_difference_low_value:4;gpu_exec_regular_exception:2;alias_or_mutation_semantics:1;generated_code_error:1
torch.Tensor.cross	7	0	7	VarInconsistentCatch:5;GpuExecFail:1;ExceptMsgCatch:1	nan_inf_or_boundary_numeric:5;generated_code_error:1;exception_message_difference_low_value:1
torch.Tensor.cummax	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.cummin	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.cumprod	6	0	6	GpuExecFail:3;VarInconsistentCatch:2;ExceptMsgCatch:1	gpu_exec_regular_exception:3;alias_or_mutation_semantics:2;exception_message_difference_low_value:1
torch.Tensor.cumprod_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.data_ptr	210	0	210	VarInconsistentCatch:209;ExceptMsgCatch:1	device_or_metadata_semantics:203;generated_code_error:6;exception_message_difference_low_value:1
torch.Tensor.deg2rad	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.Tensor.dequantize	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.Tensor.det	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.detach	13	0	13	ExceptMsgCatch:12;GpuExecFail:1	exception_message_difference_low_value:12;gpu_exec_regular_exception:1
torch.Tensor.diag	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.Tensor.diagflat	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	tool_or_environment_limit:5
torch.Tensor.diagonal	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.Tensor.diff	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.digamma	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.Tensor.digamma_	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.Tensor.dim	1	0	1	VarInconsistentCatch:1	device_or_metadata_semantics:1
torch.Tensor.divide	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;generated_code_error:1
torch.Tensor.dot	10	0	10	ExceptMsgCatch:7;GpuExecFail:3	exception_message_difference_low_value:7;gpu_exec_regular_exception:3
torch.Tensor.dsplit	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.element_size	6	1	5	VarInconsistentCatch:4;ExceptMsgCatch:2	alias_or_mutation_semantics:3;exception_message_difference_low_value:1;logic_inconsistency_needs_review:1;generated_code_error:1
torch.Tensor.eq	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.equal	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.erf	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.erf_	159	0	159	GpuExecFail:94;ExceptMsgCatch:65	gpu_exec_regular_exception:94;exception_message_difference_low_value:60;generated_code_error:5
torch.Tensor.erfc	244	0	244	GpuExecFail:196;ExceptMsgCatch:48	gpu_exec_regular_exception:196;exception_message_difference_low_value:40;generated_code_error:8
torch.Tensor.erfc_	3	0	3	GpuExecFail:2;VarInconsistentCatch:1	gpu_exec_regular_exception:2;nan_inf_or_boundary_numeric:1
torch.Tensor.erfinv	7	2	5	GpuExecFail:3;VarInconsistentCatch:3;ExceptMsgCatch:1	gpu_exec_regular_exception:3;logic_inconsistency_needs_review:2;alias_or_mutation_semantics:1;exception_message_difference_low_value:1
torch.Tensor.exp	3	0	3	GpuExecFail:1;ExceptMsgCatch:1;VarInconsistentCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1;nan_inf_or_boundary_numeric:1
torch.Tensor.exp_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.expm1	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	generated_code_error:2;exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.Tensor.expm1_	74	0	74	GpuExecFail:63;ExceptMsgCatch:11	gpu_exec_regular_exception:63;exception_message_difference_low_value:8;generated_code_error:3
torch.Tensor.fill_	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.fill_diagonal_	24	0	24	ExceptMsgCatch:21;GpuExecFail:2;VarInconsistentCatch:1	exception_message_difference_low_value:21;gpu_exec_regular_exception:2;alias_or_mutation_semantics:1
torch.Tensor.fix	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.Tensor.fix_	2	1	1	VarInconsistentCatch:1;ExceptMsgCatch:1	logic_inconsistency_needs_review:1;exception_message_difference_low_value:1
torch.Tensor.fliplr	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.flipud	19	13	6	VarInconsistentCatch:13;ExceptMsgCatch:6	logic_inconsistency_needs_review:13;exception_message_difference_low_value:6
torch.Tensor.float	4	0	4	ExceptMsgCatch:2;GpuExecFail:2	exception_message_difference_low_value:2;gpu_exec_regular_exception:2
torch.Tensor.float_power	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.Tensor.floor	21	0	21	GpuExecFail:14;ExceptMsgCatch:6;VarInconsistentCatch:1	gpu_exec_regular_exception:14;exception_message_difference_low_value:6;alias_or_mutation_semantics:1
torch.Tensor.floor_	3	0	3	GpuExecFail:2;VarInconsistentCatch:1	gpu_exec_regular_exception:2;alias_or_mutation_semantics:1
torch.Tensor.floor_divide	3	1	2	VarInconsistentCatch:3	nan_inf_or_boundary_numeric:2;logic_inconsistency_needs_review:1
torch.Tensor.floor_divide_	2	1	1	VarInconsistentCatch:2	nan_inf_or_boundary_numeric:1;logic_inconsistency_needs_review:1
torch.Tensor.fmin	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.fmod_	5	0	5	ExceptMsgCatch:5	exception_message_difference_low_value:3;generated_code_error:2
torch.Tensor.frac	5	0	5	ExceptMsgCatch:4;GpuExecFail:1	exception_message_difference_low_value:4;gpu_exec_regular_exception:1
torch.Tensor.frac_	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.Tensor.frexp	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.ge_	4	1	3	ExceptMsgCatch:3;VarInconsistentCatch:1	exception_message_difference_low_value:3;logic_inconsistency_needs_review:1
torch.Tensor.geometric_	5	0	5	GpuExecFail:3;ExceptMsgCatch:2	exception_message_difference_low_value:2;gpu_exec_regular_exception:2;generated_code_error:1
torch.Tensor.ger	109	0	109	VarInconsistentCatch:108;GpuExecFail:1	nan_inf_or_boundary_numeric:108;gpu_exec_regular_exception:1
torch.Tensor.get_device	236	0	236	VarInconsistentCatch:235;ExceptMsgCatch:1	device_or_metadata_semantics:225;generated_code_error:11
torch.Tensor.gt_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.half	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.hardshrink	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.histc	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.Tensor.histogram	231	0	231	GpuExecFail:231	gpu_exec_regular_exception:230;generated_code_error:1
torch.Tensor.hypot_	92	0	92	GpuExecFail:91;ExceptMsgCatch:1	gpu_exec_regular_exception:91;exception_message_difference_low_value:1
torch.Tensor.igamma	2	0	2	VarInconsistentCatch:1;GpuExecFail:1	alias_or_mutation_semantics:1;gpu_exec_regular_exception:1
torch.Tensor.igammac	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.igammac_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.index_add	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.index_copy	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.index_copy_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.index_fill	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.inner	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.Tensor.int	3	1	2	ExceptMsgCatch:2;VarInconsistentCatch:1	exception_message_difference_low_value:2;logic_inconsistency_needs_review:1
torch.Tensor.is_pinned	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.Tensor.is_shared	212	0	212	VarInconsistentCatch:212	device_or_metadata_semantics:210;generated_code_error:2
torch.Tensor.is_signed	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.Tensor.isclose	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.isfinite	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.isinf	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.isnan	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.isneginf	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.isposinf	2	0	2	ExceptMsgCatch:1;VarInconsistentCatch:1	exception_message_difference_low_value:1;nan_inf_or_boundary_numeric:1
torch.Tensor.isreal	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.item	67	0	67	GpuExecFail:57;ExceptMsgCatch:10	gpu_exec_regular_exception:57;exception_message_difference_low_value:9;generated_code_error:1
torch.Tensor.kthvalue	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.lcm	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.Tensor.lcm_	13	0	13	ExceptMsgCatch:13	exception_message_difference_low_value:13
torch.Tensor.ldexp_	5	0	5	VarInconsistentCatch:3;GpuExecFail:1;ExceptMsgCatch:1	nan_inf_or_boundary_numeric:3;gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.Tensor.le_	6	0	6	GpuExecFail:3;ExceptMsgCatch:3	gpu_exec_regular_exception:3;exception_message_difference_low_value:3
torch.Tensor.lerp	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.Tensor.lerp_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.less	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.less_	3	2	1	VarInconsistentCatch:3	logic_inconsistency_needs_review:2;alias_or_mutation_semantics:1
torch.Tensor.less_equal_	3	1	2	ExceptMsgCatch:2;VarInconsistentCatch:1	exception_message_difference_low_value:2;logic_inconsistency_needs_review:1
torch.Tensor.lgamma	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.lgamma_	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.Tensor.log	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.Tensor.log10	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.Tensor.log1p	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.Tensor.log1p_	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	gpu_exec_regular_exception:4;generated_code_error:1
torch.Tensor.log2_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.log_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.log_normal_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.logaddexp	17	0	17	GpuExecFail:15;ExceptMsgCatch:2	gpu_exec_regular_exception:15;exception_message_difference_low_value:2
torch.Tensor.logaddexp2	21	0	21	GpuExecFail:19;ExceptMsgCatch:2	gpu_exec_regular_exception:19;exception_message_difference_low_value:2
torch.Tensor.logcumsumexp	3	0	3	VarInconsistentCatch:1;ExceptMsgCatch:1;GpuExecFail:1	nan_inf_or_boundary_numeric:1;generated_code_error:1;gpu_exec_regular_exception:1
torch.Tensor.logdet	88	0	88	VarInconsistentCatch:86;ExceptMsgCatch:1;GpuExecFail:1	nan_inf_or_boundary_numeric:86;exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.Tensor.logical_and	9	0	9	ExceptMsgCatch:8;GpuExecFail:1	exception_message_difference_low_value:8;gpu_exec_regular_exception:1
torch.Tensor.logical_and_	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.logical_not	61	0	61	GpuExecFail:35;VarInconsistentCatch:20;ExceptMsgCatch:6	gpu_exec_regular_exception:35;uninitialized_or_lazy_state:20;exception_message_difference_low_value:6
torch.Tensor.logical_or	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.Tensor.logit	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.Tensor.logit_	4	0	4	GpuExecFail:4	gpu_exec_regular_exception:4
torch.Tensor.logsumexp	7	0	7	GpuExecFail:4;ExceptMsgCatch:3	gpu_exec_regular_exception:4;exception_message_difference_low_value:2;generated_code_error:1
torch.Tensor.lt_	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:3;generated_code_error:1
torch.Tensor.lu	191	0	191	ExceptMsgCatch:139;GpuExecFail:52	exception_message_difference_low_value:136;gpu_exec_regular_exception:52;generated_code_error:3
torch.Tensor.lu_solve	5	1	4	ExceptMsgCatch:4;VarInconsistentCatch:1	exception_message_difference_low_value:4;logic_inconsistency_needs_review:1
torch.Tensor.map_	352	0	352	GpuExecFail:229;ExceptMsgCatch:123	gpu_exec_regular_exception:228;exception_message_difference_low_value:105;generated_code_error:19
torch.Tensor.masked_fill	23	0	23	ExceptMsgCatch:22;GpuExecFail:1	exception_message_difference_low_value:22;gpu_exec_regular_exception:1
torch.Tensor.masked_fill_	30	0	30	ExceptMsgCatch:30	exception_message_difference_low_value:30
torch.Tensor.masked_scatter	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.Tensor.masked_scatter_	10	0	10	ExceptMsgCatch:10	exception_message_difference_low_value:10
torch.Tensor.masked_select	21	0	21	GpuExecFail:11;ExceptMsgCatch:10	gpu_exec_regular_exception:11;exception_message_difference_low_value:9;generated_code_error:1
torch.Tensor.matmul	8	0	8	GpuExecFail:7;ExceptMsgCatch:1	gpu_exec_regular_exception:7;exception_message_difference_low_value:1
torch.Tensor.matrix_exp	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.Tensor.matrix_power	3	0	3	GpuExecFail:3	gpu_exec_regular_exception:3
torch.Tensor.max	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.mean	3	0	3	VarInconsistentCatch:3	nan_inf_or_boundary_numeric:3
torch.Tensor.median	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.Tensor.mm	21	0	21	GpuExecFail:15;ExceptMsgCatch:6	gpu_exec_regular_exception:15;exception_message_difference_low_value:6
torch.Tensor.mode	4	0	4	ExceptMsgCatch:2;GpuExecFail:2	exception_message_difference_low_value:2;gpu_exec_regular_exception:2
torch.Tensor.moveaxis	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.Tensor.msort	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.multinomial	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.Tensor.multiply	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.Tensor.multiply_	1	1	0	ComparisonFail:1	final_output_inconsistency:1
torch.Tensor.mv	28	10	18	GpuExecFail:18;VarInconsistentCatch:10	gpu_exec_regular_exception:18;logic_inconsistency_needs_review:10
torch.Tensor.mvlgamma_	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.Tensor.nan_to_num	49	0	49	GpuExecFail:32;ExceptMsgCatch:16;VarInconsistentCatch:1	gpu_exec_regular_exception:31;generated_code_error:9;exception_message_difference_low_value:8;nan_inf_or_boundary_numeric:1
torch.Tensor.nan_to_num_	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
